HORA, PI0102, FC0104, FC0105, FC0108, TI0201, TC0202, TI0203, TI0204, TI0205, TI0210, TI0211, TI0212, TC0213, PI0214, PI0215, PI0216, FI0219, LC0301, PI0302, FI0446, FC0501, TC0508, PI0509, TC0510, PI0511, TC0512, TI0513, FC0619, FC0629, PI0640,,
9,-9.53,-0.88,-0.01,0.48,512.57,544.41,457.15,584.6,381.81,34.87,40.24,46.43,23.67,-1.6,-2.84,-0.99,22.57,68.72,1.89,17.69,0.04,28.88,-4.2,29.51,-3.64,25.98,-6.89,-15,-0.79,-3.58,,
10,-9.37,-0.88,-0.02,0.49,505.6,537.94,451.9,593.56,379.9,35.48,40.83,46.91,24.59,-1.64,-2.85,-1.01,49.7,60.4,1.94,17.69,0.04,29.39,-4.19,30.23,-3.82,26.49,-7.67,-14.96,-0.79,-2.12,,
11,-9.2,-0.87,-0.03,0.49,499.41,531.83,447.23,590.26,375.71,36.28,41.22,47.34,25.9,-1.7,-2.92,-1.08,56.22,61.23,1.99,17.69,0.05,30.18,-4.15,31.08,-3.85,27.05,-8.2,-14.91,-0.8,-1.83,,
12,-9.57,-0.87,-0.03,0.45,493.34,525.86,442.24,590.71,371.4,36.43,42.05,47.51,27.55,-2.09,-3.32,-1.46,45.55,62.1,2.04,17.69,0.05,30.69,-4.6,31.5,-4.29,27.49,-8.96,-14.88,183.95,-2.6,,
13,-10.07,-0.87,-0.03,0.45,487.17,519.78,437.65,593.55,370.65,36.53,42.18,47.87,28.14,-2.68,-3.9,-2.01,27.99,62.96,2.08,17.69,0.05,31.03,-5.15,31.94,-4.9,27.92,-9.95,-15.05,177.82,-3.22,,
14,-201.05,-0.87,-0.03,0.46,480.66,513.68,432.64,573.85,367.99,42.67,74.17,59.14,43.03,-194.06,-195,-193.75,40.48,63.88,2.11,17.69,0.05,29.77,-196.92,31.76,-196.53,26.64,-203.15,67.99,282.04,-203.54,,
15,-45.6,-0.87,-0.03,0.45,475.17,508.6,427.7,573.95,364.17,65.68,78.39,58.9,46.48,-38.34,-39.56,-37.82,28.37,64.86,2.14,17.69,0.04,28.08,-40.93,30.84,-40.48,24.56,-46.5,-14.93,-0.82,-40.16,,
16,-11.27,-0.87,0,0.47,469.62,502.95,422.46,594.71,361.55,43.8,60.48,49.73,35.9,-2.85,-4.13,-2.4,6.15,65.99,2.14,17.69,0.04,27.05,-5.58,29.58,-4.86,25.83,-8.05,-14.91,-0.81,-5.43,,
17,-11.38,-0.88,0.01,0.49,462.76,495.96,416.94,593.37,357.57,36.16,52.98,43.71,29.19,-2.69,-4.08,-2.33,22.9,67.12,2.13,17.69,0.03,24.49,-5.47,26.88,-4.53,24.95,-5.59,-14.94,-0.81,-5.59,,
18,-11.5,-0.89,0.01,0.48,456.3,489.62,411.6,572.31,355.29,32.27,47.94,40.5,25.09,-2.67,-4.13,-2.33,21,68.21,2.13,17.69,0.02,23.58,-5.66,25.47,-4.54,24.09,-4.77,-14.98,-0.81,-5.66,,
19,-11.37,-0.89,0.01,0.48,450.34,483.66,406.56,548.54,351.54,29.92,44.47,38.36,22.91,-2.44,-3.86,-2.09,17.26,69.21,2.13,17.69,0.02,23.01,-5.49,24.73,-4.33,23.52,-4.12,-15.01,-0.81,-5.47,,
20,-10.6,-0.9,0.01,0.49,443.84,477.53,401.93,542.04,348.77,28.57,41.66,37.05,21.18,-1.76,-3.21,-1.39,24.14,61.28,2.13,17.69,0.02,22.93,-4.81,24.31,-3.6,23.17,-3.34,-15.03,-0.81,-4.9,,
21,-10.4,-0.9,0,0.49,438.5,471.83,397.45,514.74,342.35,27.93,39.88,36.56,20.54,-1.51,-2.92,-1.11,11.73,57.38,2.14,17.69,0.02,23.36,-4.54,24.64,-3.41,23.33,-3.57,-15.03,-0.8,-4.61,,
22,-10.42,-0.9,0.01,0.49,432.67,465.98,392.39,412.87,338.48,27.83,38.55,36.04,19.9,-1.5,-2.92,-1.1,21.32,58.21,2.15,17.69,0.02,23.39,-4.51,24.75,-3.39,23.29,-3.51,-15.03,-0.79,-4.56,,
23,-10.49,-0.9,0.01,0.49,426.51,460.12,387.89,411.16,337.05,27.08,37.23,35.75,19.14,-1.58,-3,-1.18,23.53,59.01,2.15,17.69,0.02,23.87,-4.62,24.59,-3.44,23.18,-3.35,-15.04,-0.79,-4.71,,
0,-10.63,-0.9,0.01,0.49,420.73,454.27,383.61,404.52,331.9,27,36.45,35.67,18.57,-1.87,-3.32,-1.47,30.31,59.82,2.16,17.69,0.02,25.15,-4.95,24.46,-3.64,23.19,-3.43,-15.05,-0.8,-4.95,,
1,-11.03,-0.9,0,0.48,415.22,448.87,378.84,407.51,328.96,26.92,35.65,34.79,18.35,-2.23,-3.71,-1.87,30.19,60.65,2.16,17.69,0.01,25.6,-5.36,24.53,-3.98,23.2,-3.79,-15.06,-0.81,-5.41,,
2,-11.32,-0.9,0.01,0.48,409.47,443.36,374.28,402.6,324.04,26.11,34.64,34.06,18.16,-2.44,-3.96,-2.12,30.97,61.51,2.15,17.69,0.01,25.13,-5.68,24.29,-4.21,23.08,-3.85,-15.08,-0.82,-5.75,,
3,-11.41,-0.9,0.01,0.48,403.68,438,369.94,389.13,319.89,26.05,34.53,33.83,17.92,-2.59,-4.1,-2.24,33.1,62.29,2.14,17.69,0.01,25.47,-5.83,24.12,-4.37,23.05,-3.92,-15.09,-0.82,-5.81,,
4,-11.15,-0.9,0.01,0.48,398.35,432.86,365.5,384.35,315.56,26.06,34.53,33.88,17.7,-2.31,-3.79,-1.95,32.09,63.02,2.13,17.69,0.01,25.68,-5.56,24.08,-4.11,23.01,-3.58,-15.09,-0.82,-5.44,,
5,-10.92,-0.91,0.01,0.49,393.55,427.63,361.18,381.96,312.83,26.08,33.61,33.34,17.34,-2,-3.48,-1.63,30.96,63.79,2.12,17.69,0.01,25.06,-5.2,23.96,-3.77,22.84,-3.02,-15.09,-0.81,-5.14,,
6,-10.43,-0.91,0,0.49,388.36,422.56,356.78,380.81,310.32,25.53,33.07,32.25,17.11,-1.52,-3.04,-1.18,31.44,64.56,2.1,17.69,0.01,24.08,-4.79,23.75,-3.28,22.67,-2.48,-14.98,-0.81,-4.78,,
7,-10.02,-0.91,0,0.5,383.27,417.52,351.94,373.15,307.12,25.16,32.73,31.66,16.55,-0.96,-2.49,-0.63,30.63,65.31,2.08,17.69,0.01,23.63,-4.34,23.49,-2.78,22.53,-1.67,-14.91,-0.81,-4.06,,
8,-9.6,-0.91,0,0.5,377.97,412.55,347.46,367.83,304.11,25.15,32.73,31.46,15.85,-0.57,-2.06,-0.21,28.83,66.04,2.06,17.69,0.01,23.02,-3.92,23.04,-2.39,22.15,-1.01,-14.9,-0.81,-3.44,,
9,-9.92,-0.91,0,0.5,373.58,408.15,340.1,363.44,303.3,25.16,34.05,32.95,19,0.02,-1.43,1.44,20.31,67.09,2.04,17.69,0.02,23.59,-81.67,23.55,-80.21,22.05,-80.21,28.64,182.45,-85.72,,
10,-10.26,-0.9,0,0.5,301.59,354.43,302.56,328.94,275.75,25.42,32.78,30.93,20.67,-0.44,-1.77,2.68,16.34,65.63,2.16,17.69,0.03,23.96,-3.89,24.16,-2.55,22.19,-3.9,-15.08,-0.8,-2.9,,
11,-10.3,-0.9,-0.01,0.49,160.82,245.42,218.45,232.6,169.45,26.12,24.89,20.88,17.72,-0.68,-2.14,-0.14,29.54,60.94,3,17.69,0.04,24.51,-4,24.44,-2.81,22.77,-4.59,-15.06,-0.79,-2.53,,
12,-10.19,-0.9,-0.01,0.48,137.38,224.64,184.61,199.84,138.85,26.11,26.44,22.08,17.28,-0.99,-2.44,-0.59,21.82,61.97,3.33,17.69,0.04,25.32,-106.93,25.15,-105.68,23.24,-108.67,43.35,-0.79,-110.19,,
13,-10.34,-0.9,0,0.48,173.75,239.32,174.05,188.01,133.25,26.62,23.48,19.69,17.15,-1.36,-2.85,-1.04,30.18,62.94,3.25,17.69,0.04,25.75,-46.89,25.92,-46.22,24,-48.48,-15.02,-0.81,-45.65,,
14,-10.84,-0.9,0,0.49,317,326.84,214.76,224.68,162.53,25.46,19.79,17.6,15.61,-1.69,-3.31,-1.44,33.6,63.95,3.04,17.69,0.02,23.83,-5.19,23.95,-3.77,22.94,-4.05,-15.04,-0.82,-3.73,,
15,-10.85,-0.91,0,0.49,325.95,334.04,225.18,222.56,152.78,21.4,19.68,16.61,14.79,-1.71,-3.34,-1.48,33.35,64.94,2.83,17.69,0.02,23.28,-5.27,22.77,-3.73,22.3,-3.39,-15.05,-0.82,-3.96,,
16,-10.87,-0.91,0,0.5,338.35,340.64,230.29,182.02,76.78,18.92,19.57,15.85,14.36,-1.63,-3.29,-1.42,26.43,65.94,2.6,17.69,0.01,22.55,-5.29,21.68,-3.63,21.61,-2.43,-15.07,-0.82,-4.35,,
17,-10.49,-0.91,0,0.51,338.78,341.7,237.06,171.75,68.28,18.99,19.81,16.19,13.57,-1.24,-2.88,-1.02,25.3,66.88,2.35,17.69,0.01,22.3,-4.87,20.99,-3.22,21.13,-1.85,-15.08,-0.82,-4.16,,
18,-10.09,-0.92,0,0.51,337.91,341.98,241.73,165.02,64.9,18.01,18.4,15.4,13.3,-0.86,-2.5,-0.65,28.29,67.83,2.1,17.69,0.01,22.5,-4.47,20.96,-2.81,21.02,-1.66,-15.1,-0.82,-4.15,,
19,-9.63,-0.92,0,0.51,336.52,341.35,245.15,159.3,62.27,18.32,19.01,15.46,13.08,-0.29,-1.95,-0.09,23.52,68.79,1.86,17.69,0.01,22.47,-3.98,20.75,-2.25,20.79,-0.84,-14.92,-0.81,-3.65,,
20,-9.08,-0.92,0,0.51,334.85,340.58,247.72,153.91,60.07,18.72,19.69,15.94,12.87,0.33,-1.3,0.55,8.92,67.42,1.65,17.69,0.01,21.75,-3.35,20.19,-1.66,20.49,0.02,-14.91,-0.81,-3.22,,
21,-8.74,-0.92,0,0.52,332.61,339.62,249.9,149.14,59.14,19.29,20.1,16.12,12.79,0.64,-0.98,0.88,10.72,60.47,1.44,17.69,0.01,21.61,-2.98,20.17,-1.34,20.31,0.25,-14.91,-0.81,-2.84,,
22,-8.68,-0.92,-0.01,0.52,330.18,338.33,251.68,145.18,58.94,21.16,22.25,17.39,12.84,0.71,-0.87,1.01,1.87,61.39,1.26,17.69,0.02,21.7,-2.79,20.66,-1.3,20.54,-0.29,-14.91,-0.81,-2.94,,
23,-8.82,-0.92,-0.01,0.51,327.88,336.71,252.9,141.75,58.06,21.17,22.35,17.71,12.9,0.56,-1,0.89,4.24,62.37,1.1,17.69,0.02,21.82,-2.89,21.25,-1.48,20.89,-0.94,-14.91,-0.8,-3.13,,
0,-9.02,-0.92,-0.01,0.51,325.09,335.02,253.39,138.51,57.75,22.55,23.64,17.72,13.01,0.27,-1.27,0.62,15.52,63.34,0.96,17.69,0.02,22.27,-3.1,21.77,-1.72,21.18,-1.56,-14.92,-0.8,-3.53,,
1,-9.28,-0.93,-0.01,0.51,322.14,333.44,253.99,134.48,56.57,20.11,20.96,16.53,13.03,0.11,-1.48,0.38,16.87,64.29,0.83,17.69,0.02,22.37,-3.35,21.77,-1.91,21.18,-1.42,-14.92,-0.81,-3.63,,
2,-9.75,-0.93,0,0.51,319.95,331.43,254.15,130.67,55.28,19.63,20.49,15.51,12.79,-0.31,-1.91,-0.04,20.9,65.26,0.71,17.69,0.01,21.53,-3.87,20.62,-2.28,20.69,-1.11,-14.93,-0.82,-4.12,,
3,-9.61,-0.93,-0.01,0.52,317.29,329.57,254.33,127.5,54.28,19.16,20.01,15.4,12.47,-0.21,-1.85,0.03,21.46,66.17,0.6,17.69,0.01,22.47,-3.82,20.3,-2.14,20.34,-0.61,-14.94,-0.83,-4.08,,
4,-9.32,-0.93,-0.01,0.52,314.84,327.57,253.64,124.55,53.23,19.7,20.5,15.2,12.2,0.16,-1.49,0.4,9.47,67.12,0.5,17.69,0,22.38,-3.46,20.16,-1.82,20.19,-0.22,-14.95,-0.82,-3.87,,
5,-9,-0.93,-0.01,0.52,312.13,325.72,253.43,121.52,52.06,19.29,20.15,14.71,11.95,0.51,-1.11,0.79,7.02,68.07,0.41,17.69,0.01,21.34,-3.06,20.24,-1.46,20.27,0.11,-14.97,-0.82,-3.72,,
6,-8.27,-0.93,-0.01,0.52,309.2,323.66,253.13,118.68,52.35,18.67,19.15,14.09,11.78,1.06,-0.61,1.27,15.6,68.92,0.34,17.69,0,21.5,-2.63,19.9,-0.89,20,0.97,-14.99,-0.82,-2.97,,
7,-7.66,-0.93,-0.01,0.52,307.08,322.09,252.57,117.77,52.8,22.17,23.06,17.36,11.86,1.74,0.12,2.01,13.66,69.59,0.27,17.69,0.01,21.52,-1.95,20.08,-0.36,20.11,1.14,-14.98,-0.82,-1.62,,
8,-7.24,-0.93,-0.02,0.52,304.93,320.19,252.27,117.57,53.55,23.32,24.22,18.76,12.48,2.06,0.52,2.32,16.12,68.06,0.22,17.69,0.02,21.72,-1.55,20.91,-0.14,20.53,0.87,-14.93,-0.82,1.01,,
9,-6.99,-0.93,-0.02,0.51,301.93,317.86,251.53,116.32,55.2,24.74,25.62,20.15,14.05,1.99,0.46,2.29,27.37,67.39,0.16,17.69,0.03,22.92,-1.35,22.26,-0.16,21.2,-0.24,-15.09,-0.82,1.91,,
10,-6.99,-0.92,-0.02,0.5,298.85,315.32,251.5,117.15,57.56,27.93,29.02,23.26,15.26,1.83,0.31,2.16,40.83,68.01,0.13,17.69,0.03,24.74,-1.3,24.01,-0.38,22.15,-2,-15.06,-0.81,1.89,,
11,-7.03,-0.91,-0.02,0.48,297.33,313.53,251,115.97,59.17,29.66,31.08,25.62,17.28,1.69,0.25,2.09,47.79,68.74,0.09,17.69,0.04,26.56,-1.24,26.45,-0.68,23.58,-3.99,-15.02,-0.8,1.17,,
12,-7.38,-0.91,-0.02,0.49,296.32,312.45,249.89,112.13,56.18,26.14,26.86,21.82,18.15,1.27,-0.19,1.64,39.99,69.38,0.05,17.69,0.04,26.48,-1.67,27.02,-0.97,24.38,-3.98,-14.95,-0.8,1.07,,
13,-7.68,-0.91,-0.01,0.5,294.04,310.49,248.57,109.74,52.99,24.21,25.07,19.85,18.16,1.12,-0.43,1.43,36.29,68.96,0.02,17.69,0.03,25.58,-2.05,25.73,-1.07,24.1,-2.86,-14.95,-0.81,0.32,,
14,-8.04,-0.91,-0.01,0.49,291.69,308.32,247.65,106.69,50.93,23.2,25.3,18.94,17.6,1.01,-0.57,1.32,33.58,69.49,-0.03,17.69,0.03,24.29,-2.5,24.06,-1.19,23.29,-1.75,-14.99,-0.82,-0.31,,
15,-8.22,-0.91,-0.01,0.48,289.15,305.83,246.14,103.33,50.32,22.14,23.52,18.38,16.96,0.94,-0.64,1.23,31.88,70.22,-0.07,17.69,0.03,23.42,-2.68,22.84,-1.26,22.55,-1,-15.02,-0.83,-0.84,,
16,-8.19,-0.91,0,0.49,286.31,303.61,244.91,99.18,48.54,19.48,19.74,16.12,15.74,0.95,-0.68,1.18,30.79,70.99,-0.12,17.69,0.02,23.02,-2.55,22.23,-1.06,22.05,-0.46,-15.04,-0.82,-1.55,,
17,-8.1,-0.92,-0.01,0.49,283.46,301.17,243.63,96.8,48.04,18.6,19.04,15.82,14.91,1.23,-0.46,1.4,26.34,71.68,-0.15,17.69,0.01,22.47,-2.33,21.27,-0.79,21.33,0.61,-15.07,-0.82,-1.84,,
18,-7.83,-0.92,-0.01,0.5,280.6,298.79,242.44,96.87,47.13,18.78,19.15,15.63,14.43,1.56,-0.12,1.74,28.25,72.41,-0.18,17.69,0.01,22.08,-2,20.46,-0.47,20.7,1.37,-15.09,-0.82,-1.67,,
19,-7.59,-0.92,-0.01,0.5,277.89,296.64,241.06,98.13,46.86,18.34,18.7,15.42,13.86,1.78,0.11,1.97,25.73,73.07,-0.21,17.69,0.01,22.02,-1.79,20.43,-0.23,20.54,1.46,-15.1,-0.81,-1.39,,
20,-7.21,-0.92,-0.01,0.5,275.62,294.74,239.98,109.62,46.79,19.13,19.76,15.94,13.38,2.21,0.54,2.38,19.81,73.82,-0.23,17.69,0.01,22.2,-1.36,20.53,0.17,20.45,1.81,-15.11,-0.81,-1.05,,
21,-6.84,-0.92,-0.01,0.51,273.18,292.6,238.87,108.03,46.76,19.56,19.99,16.21,13.09,2.57,0.95,2.77,18.98,74.65,-0.24,17.69,0.02,21.61,-0.94,20.28,0.52,20.27,2.35,-15.09,-0.81,-0.76,,
22,-6.81,-0.92,-0.01,0.51,270.91,291.02,237.52,95.66,46.61,19.45,20.04,16.06,12.9,2.64,1.02,2.83,9.79,75.51,-0.25,17.69,0.02,21.32,-0.86,20.19,0.57,20.18,2.32,-15.09,-0.81,-0.87,,
23,-7.06,-0.93,-0.01,0.51,268.38,288.69,236.04,81.79,45.82,18.96,19.27,15.44,12.77,2.34,0.73,2.55,17.42,76.42,-0.26,17.69,0.01,21.28,-1.14,20.17,0.34,20.1,2.07,-15.1,-0.8,-1.14,,
0,-7.37,-0.93,-0.01,0.51,265.64,286.55,234.75,81.57,44.62,17.94,17.85,13.9,12.36,2.06,0.36,2.23,27.88,77.39,-0.26,17.69,0,21.59,-1.51,20.06,0.08,19.92,2.03,-14.96,-0.79,-1.51,,
1,-7.65,-0.93,-0.01,0.51,263.02,284.61,233.55,85.11,45.13,18.28,18.38,14.17,12.45,1.77,0.04,1.91,26.72,78.42,-0.26,17.69,0,22.38,-1.88,20.28,-0.23,19.99,1.51,-14.93,-0.8,-1.81,,
2,-7.94,-0.94,-0.01,0.51,261.22,283.02,232.28,85.57,44.54,19.06,19.57,15.04,12.42,1.54,-0.16,1.7,23.16,79.42,-0.24,17.69,0.01,22.18,-2.11,20.01,-0.49,19.81,1.67,-14.93,-0.82,-1.84,,
3,-7.93,-0.94,-0.01,0.51,258.93,280.85,230.96,81.76,44.2,19.25,19.39,15.01,12.34,1.52,-0.17,1.68,22.62,66.64,-0.14,17.69,0.01,21.69,-2.11,19.85,-0.5,19.7,1.56,-14.93,-0.83,-1.83,,
4,-7.48,-0.94,-0.01,0.51,256.95,279.18,229.66,83.11,43.07,18.9,18.94,14.48,12.07,1.98,0.28,2.14,23.19,62.57,-0.16,17.69,0.01,21.37,-1.65,19.79,-0.04,19.62,2.12,-14.93,-0.83,-1.43,,
5,-7.04,-0.94,-0.01,0.51,254.67,277.13,228.46,82.28,43.1,19.44,19.78,14.82,11.9,2.47,0.79,2.64,16.67,63.46,-0.17,17.69,0.01,21.1,-1.16,19.54,0.44,19.46,2.65,-14.93,-0.83,-1.04,,
6,-6.41,-0.94,-0.01,0.51,252.6,275.21,227.05,81.61,42.85,19.58,19.6,14.79,11.77,2.99,1.3,3.16,28.67,64.31,-0.17,17.69,0.01,21.17,-0.64,19.62,0.96,19.46,3.09,-14.94,-0.82,-0.34,,
7,-5.75,-0.94,-0.01,0.51,250.88,273.68,225.73,83.52,43.05,21.34,22.03,15.89,12.01,3.7,2.04,3.88,17.84,65.12,-0.17,17.69,0.01,21.2,0.01,19.75,1.59,19.49,3.7,-14.93,-0.82,0.77,,
8,-5.29,-0.94,-0.01,0.51,248.59,271.5,224.71,91.45,44.03,22.72,23.21,16.97,12.47,4.02,2.39,4.24,28.76,65.91,-0.17,17.69,0.02,21.73,0.46,20.49,1.94,19.9,3.43,-15,-0.82,2.99,,
9,-5.25,-0.93,-0.02,0.5,246.54,269.55,223.28,83.41,44.84,24.79,25.54,18.89,13.34,3.91,2.33,4.17,27.65,66.84,-0.16,17.69,0.03,22.39,0.44,21.57,1.75,20.56,2.46,-15.09,-0.82,3.04,,
10,-5.46,-0.93,-0.02,0.49,244.65,267.34,222.23,82.07,45.96,26.33,27.47,20.65,14.52,3.62,2.06,3.91,35.36,67.71,-0.14,17.69,0.03,23.35,0.26,22.9,1.4,21.39,1.12,-15.05,-0.82,3.7,,
11,-5.79,-0.92,-0.02,0.48,242.88,265.41,220.88,90.06,46.7,26.29,27.69,20.95,15.38,3.14,1.62,3.47,37.23,68.67,-0.13,17.69,0.04,24.53,-0.07,24.24,0.88,22.3,-0.41,-15.02,-0.8,2.67,,
12,-6.26,-0.91,-0.02,0.48,241.04,263.76,219.8,109.16,46.41,26.05,27.13,20.93,16.69,2.63,1.07,2.94,36.48,69.51,-0.12,17.69,0.04,25.25,-0.56,24.98,0.38,22.98,-1.33,-14.99,-0.8,2.05,,
13,-6.79,-0.91,-0.02,0.49,239.69,261.58,218.38,107.13,45.43,25.03,25.89,20.47,17.19,2.08,0.54,2.39,36.14,69.38,-0.12,17.69,0.04,25.21,-1.08,24.96,-0.15,23.26,-1.77,-14.96,-0.8,1.52,,
14,-7.27,-0.91,-0.02,0.49,237.6,259.5,217.04,107.48,44.24,23.72,25.92,19.52,17.14,1.69,0.14,2.03,33.98,65.19,-0.18,17.69,0.03,24.6,-1.69,24.37,-0.51,23.19,-1.66,-14.97,-0.81,0.46,,
15,-7.63,-0.91,-0.01,0.48,235.37,257.61,215.6,105.03,42.43,21.14,21.58,17.23,16.83,1.42,-0.18,1.68,30.97,64.9,-0.2,17.69,0.03,23.94,-2.01,23.48,-0.66,22.8,-1.11,-15.02,-0.82,-0.82,,
16,-7.72,-0.91,-0.01,0.48,233.49,255.58,214.13,102.58,41.87,20.28,20.26,16.44,15.47,1.52,-0.14,1.72,29.84,65.89,-0.19,17.69,0.02,23.05,-1.97,22.15,-0.56,22,0.18,-15.05,-0.82,-1.19,,
17,-7.42,-0.91,-0.01,0.49,231.38,253.7,212.8,74.57,40.89,19.4,19.57,15.98,14.72,1.86,0.2,2.06,27.65,66.88,-0.19,17.69,0.02,22.43,-1.62,21.24,-0.18,21.34,1.14,-15.06,-0.82,-0.95,,
18,-7.26,-0.92,-0.01,0.49,228.85,251.45,211.21,56.87,40.12,18.84,18.97,15.4,14.39,2.11,0.4,2.27,24.35,67.89,-0.18,17.69,0.01,22.19,-1.45,20.88,0.06,20.96,1.47,-15.08,-0.82,-0.95,,
19,-7.25,-0.92,-0.01,0.5,227.41,249.87,210.08,53.17,40.34,19.65,20.11,16.11,13.68,2.17,0.5,2.34,12.24,68.87,-0.17,17.69,0.02,21.74,-1.44,20.37,0.07,20.68,1.9,-15.08,-0.82,-1.05,,
20,-6.85,-0.92,-0.01,0.51,225.63,248.26,208.63,50.84,40.27,19.87,20.34,16.26,13.16,2.54,0.92,2.73,-6.14,69.85,-0.15,17.69,0.02,21.29,-0.95,20.2,0.43,20.52,2.22,-15.07,-0.82,-0.73,,
21,-6.56,-0.92,-0.01,0.51,223.46,246.38,207.12,50.74,40.82,20.91,21.14,16.98,13.07,2.85,1.23,3.04,-3.61,70.83,-0.14,17.69,0.02,21.29,-0.54,20.57,0.7,20.63,2.01,-15.06,-0.81,-0.51,,
22,-6.65,-0.91,-0.02,0.51,221.62,244.54,206.03,52.31,40.64,20.55,20.8,16.99,13.16,2.72,1.16,2.95,4.71,71.82,-0.12,17.69,0.03,21.38,-0.54,21.59,0.6,21.23,1.06,-15.08,-0.81,-0.71,,
23,-6.79,-0.92,-0.01,0.51,219.54,242.58,204.59,52.95,40.08,20.25,20.62,16.62,13.01,2.6,0.99,2.8,23.13,72.82,-0.1,17.69,0.02,21.32,-0.74,21.1,0.51,20.98,1.56,-15.07,-0.81,-0.66,,
0,-7.18,-0.92,-0.01,0.5,217.45,240.73,203.43,50.76,40.08,20.38,20.73,16.74,13.06,2.23,0.62,2.45,8.47,73.82,-0.09,17.69,0.02,21.54,-1.12,20.93,0.14,20.95,1.01,-15.07,-0.8,-1.06,,
1,-7.67,-0.92,-0.01,0.5,215.57,239.25,202.02,50.71,39.95,20.37,20.78,16.49,13.02,1.73,0.13,1.95,10.98,74.85,-0.06,17.69,0.02,21.47,-1.61,21.08,-0.36,21.06,0.36,-15.07,-0.79,-1.6,,
2,-7.99,-0.92,-0.01,0.5,213.58,237.49,200.74,50.69,39.77,20.46,20.83,16.56,12.95,1.43,-0.18,1.65,2.21,75.9,-0.04,17.69,0.02,21.53,-1.89,21.07,-0.66,21.04,0.1,-15.08,-0.8,-1.93,,
3,-7.97,-0.91,-0.01,0.5,211.44,235.43,199.6,50.7,40.3,22.03,22.18,17.52,13.07,1.4,-0.2,1.64,3.51,76.93,-0.02,17.69,0.02,21.86,-1.78,21.55,-0.7,21.32,-0.46,-15.08,-0.82,-2.08,,
4,-7.73,-0.91,-0.02,0.5,209.62,234.1,198.16,50.69,41.02,22.62,22.66,17.91,13.62,1.58,0.01,1.85,9.56,77.95,0.01,17.69,0.03,22.49,-1.38,23.04,-0.55,22.1,-1.28,-15.09,-0.82,-2.01,,
5,-7.46,-0.91,-0.02,0.5,207.87,232.13,196.93,53.34,40.52,22.22,22.21,17.75,14.06,1.86,0.31,2.12,12.52,79,0.04,17.69,0.03,22.37,-1.11,23.59,-0.27,22.53,-1.08,-15.09,-0.82,-1.69,,
6,-6.89,-0.91,-0.01,0.5,206.09,230.32,195.96,63.58,40.28,22.5,22.58,17.87,14.21,2.42,0.87,2.7,11.26,74.77,-0.06,17.69,0.03,22.3,-0.56,23.56,0.31,22.72,-0.49,-15.1,-0.82,-1.03,,
7,-6.38,-0.91,-0.02,0.5,204.41,228.66,194.74,65.46,40.17,23,23.16,18.26,14.35,2.92,1.37,3.2,16.01,69.6,-0.17,17.69,0.03,22.63,-0.08,23.4,0.78,22.77,-0.02,-15.09,-0.82,-0.38,,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
9,-5.89,-0.9,-0.02,0.5,201.44,226.73,193.66,60.59,40.44,24.1,24.31,18.99,14.51,3.43,1.9,3.73,24,69.6,-0.17,17.69,0.04,22.71,0.48,23.65,1.26,23.03,0.12,-15.08,-0.8,0.22,,
10,-5.81,-0.9,-0.02,0.49,197.33,224.26,193.66,62.28,45.71,25.32,25.12,19.64,31.72,3.49,1.97,3.81,23.68,69.28,-0.17,17.69,0.04,23.12,0.55,24.09,1.28,23.34,-0.18,-15.07,-0.79,0.5,,
11,-5.86,-0.9,-0.02,0.49,195.13,222.28,193.65,52.5,54.31,27.95,26.8,21.89,46.55,3.4,1.92,3.76,31.72,69.19,-0.16,17.69,0.05,24.03,0.49,24.93,1.07,23.85,-1.08,-15.06,-0.8,0.71,,
12,-6.24,-0.9,-0.02,0.48,193.55,220.65,193.14,54.29,59.49,27.17,26.49,22.59,49.35,3,1.53,3.35,42.12,67.84,-0.17,17.69,0.05,24.43,-0.04,25.55,0.56,24.27,-1.8,-15.04,-0.82,1.46,,
13,-6.96,-0.89,-0.02,0.48,191.77,218.89,192.3,76.57,57.88,28.01,27.89,23.71,50.68,2.13,0.64,2.46,41.64,68.61,-0.14,17.69,0.05,24.97,-0.91,25.51,-0.33,24.39,-2.75,-15.01,-0.82,1.15,,
14,-7.29,-0.89,-0.02,0.49,189.75,217.02,191.76,80.2,58.15,29.98,29.19,25.81,51.96,1.51,0.03,1.86,44.32,69.42,-0.11,17.69,0.05,26.75,-1.38,26.83,-1,25.14,-4.54,-14.95,-0.82,1.31,,
15,-7.59,-0.88,-0.03,0.46,188.34,215.35,191.16,81.7,60.2,31.15,31.17,28.13,53.84,0.98,-0.46,1.43,45.81,58.31,-0.15,17.69,0.06,28.95,-1.82,29.22,-1.65,26.52,-6.44,-14.9,-0.82,1.3,,
16,-7.85,-0.87,-0.04,0.45,187.08,213.52,190.33,82.42,61.66,30,31.2,28.63,54.63,0.81,-0.63,1.21,45.35,55.75,-0.18,17.69,0.06,29.88,-2.1,30.19,-1.96,27.44,-7.02,-14.88,-0.82,0.29,,
